rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model
8,265973,2025-12-02T20:15:00.000Z,Newcastle vs Tottenham,Newcastle -0.5,-152,1,75,Newcastle home favorites with 87% backing them. Spurs still injury depleted traveling to St James Park with Newcastle in good form.,2-1,1,0,0,0,0,0,-143,350,300.0,2.5,-140,110.0,-0.5,-152,0.5,115,2025-11-30 20:00:00+00:00,2025-12-02 12:15:00-08:00,2025-12-02,claude
9,280924,2025-12-02T20:00:00.000Z,Barcelona vs Atlético,Barcelona -0.5,-135,1,73,Barcelona home favorites in big La Liga match with 96% backing Barca at Camp Nou. Quality edge at home against quality opponent.,2-1,1,0,0,0,0,0,-126,285,320.0,3.5,-100,-135.0,-0.5,-135,0.5,-102,2025-11-30 20:00:00+00:00,2025-12-02 12:00:00-08:00,2025-12-02,claude
10,265830,2025-11-30T16:15:00.000Z,Le Havre vs Lille,Lille -0.5,-130,1,71,Lille favorites with 98% backing. Away pick but huge consensus and quality edge over bottom half Le Havre in domestic French league.,0-2,0,0,1,0,0,0,330,-119,260.0,2.5,-115,-111.0,0.5,-110,-0.5,-130,2025-11-30 20:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,claude
1,263447,2025-11-22T14:30:00.000Z,Bayern vs Freiburg,Bayern -2.5,120,3,92,Bayern at home against mid-table Freiburg with massive -537 ML. Strong home advantage and quality gap justifies -2.5 spread at plus money,3-0,1,0,0,0,0,0,-537,1225,650.0,3.5,-113,-114.0,-2.5,120,2.5,-175,2025-11-21 23:45:00+00:00,2025-11-22 06:30:00-08:00,2025-11-22,deepseek
2,263432,2025-11-22T15:00:00.000Z,Liverpool vs Nottingham,Liverpool -1.5,105,3,90,Liverpool heavy favorites (-235 ML) at Anfield against struggling Nottingham. Home dominance should cover 1.5 goals,3-1,1,0,0,0,0,0,-235,600,385.0,3.5,130,-172.0,-1.5,105,1.5,-145,2025-11-21 23:45:00+00:00,2025-11-22 07:00:00-08:00,2025-11-22,deepseek
3,263498,2025-11-22T15:15:00.000Z,Barcelona vs Athletic,Barcelona -1.5,108,3,88,Barcelona strong home favorite (-238 ML) against Athletic. Camp Nou advantage and quality difference should produce multi-goal win,2-0,1,0,0,0,0,0,-238,570,400.0,3.5,128,-163.0,-1.5,108,1.5,-152,2025-11-21 23:45:00+00:00,2025-11-22 07:15:00-08:00,2025-11-22,deepseek
4,263446,2025-11-22T14:30:00.000Z,Dortmund vs Stuttgart,Dortmund -0.5,-143,2,85,Dortmund solid home favorite (-133 ML) against Stuttgart. Home field advantage crucial in tight Bundesliga matchup,2-1,1,0,0,0,0,0,-133,310,310.0,3.5,122,-163.0,-0.5,-143,0.5,-105,2025-11-21 23:45:00+00:00,2025-11-22 06:30:00-08:00,2025-11-22,deepseek
5,263515,2025-11-22T20:05:00.000Z,PSG vs Le Havre,PSG -2.5,134,2,83,PSG massive favorite (-550 ML) at home against promoted Le Havre. Huge quality gap should result in comfortable win,4-1,1,0,0,0,0,0,-550,1350,650.0,3.5,112,-154.0,-2.5,134,2.5,-172,2025-11-21 23:45:00+00:00,2025-11-22 12:05:00-08:00,2025-11-22,deepseek
6,263438,2025-11-22T15:00:00.000Z,Bournemouth vs West Ham,Bournemouth -0.5,-175,2,82,Bournemouth strong home favorite (-160 ML) against inconsistent West Ham. Home form should prevail,2-1,1,0,0,0,0,0,-160,400,310.0,2.5,-157,121.0,-0.5,-175,0.5,125,2025-11-21 23:45:00+00:00,2025-11-22 07:00:00-08:00,2025-11-22,deepseek
7,263523,2025-11-22T16:00:00.000Z,Lens vs Strasbourg,Lens -0.5,-105,2,80,Lens solid home favorite with good value at -105. Strasbourg struggles away from home,2-1,1,0,0,0,0,0,105,250,275.0,2.5,-160,125.0,-0.5,-105,0.5,-135,2025-11-21 23:45:00+00:00,2025-11-22 08:00:00-08:00,2025-11-22,deepseek
8,263442,2025-11-22T14:30:00.000Z,Augsburg vs HSV,Augsburg -0.5,115,1,78,Augsburg home favorite getting plus money on spread. Good value against HSV,2-1,1,0,0,0,0,0,130,195,255.0,2.5,-146,115.0,-0.5,115,0.5,-165,2025-11-21 23:45:00+00:00,2025-11-22 06:30:00-08:00,2025-11-22,deepseek
9,263496,2025-11-21T20:00:00.000Z,Valencia vs Levante,Valencia -0.5,-102,1,75,Valencia strong home favorite (105 ML) in derby match. Should control game at Mestalla,2-0,1,0,0,0,0,0,105,255,240.0,2.5,-110,-115.0,-0.5,-102,0.5,-135,2025-11-21 23:45:00+00:00,2025-11-21 12:00:00-08:00,2025-11-21,deepseek
10,263436,2025-11-22T15:00:00.000Z,Albion vs Brentford,Albion -0.5,-118,1,72,West Brom slight home favorite with reasonable odds. Brentford inconsistent away,1-0,1,0,0,0,0,0,-108,285,270.0,2.5,-150,111.0,-0.5,-118,0.5,-120,2025-11-21 23:45:00+00:00,2025-11-22 07:00:00-08:00,2025-11-22,deepseek
1,263496,2025-11-21T20:00:00.000Z,Valencia vs Levante,Valencia -0.5,-102,3,92,"Valencia strong home favorite (105 ML) with excellent home support. Levante struggling away, should control derby match",2-0,1,0,0,0,0,0,105,255,240.0,2.5,-110,-115.0,-0.5,-102,0.5,-135,2025-11-21 19:15:00+00:00,2025-11-21 12:00:00-08:00,2025-11-21,deepseek
2,263442,2025-11-22T14:30:00.000Z,Augsburg vs HSV,Augsburg -0.5,115,3,90,Augsburg home favorite getting plus money on spread. Strong value against HSV with home advantage,2-1,1,0,0,0,0,0,130,195,255.0,2.5,-146,115.0,-0.5,115,0.5,-165,2025-11-21 19:15:00+00:00,2025-11-22 06:30:00-08:00,2025-11-22,deepseek
3,263436,2025-11-22T15:00:00.000Z,Albion vs Brentford,Albion -0.5,-118,2,85,West Brom slight home favorite with reasonable odds. Brentford inconsistent away from home,1-0,1,0,0,0,0,0,-108,285,270.0,2.5,-150,111.0,-0.5,-118,0.5,-120,2025-11-21 19:15:00+00:00,2025-11-22 07:00:00-08:00,2025-11-22,deepseek
4,263504,2025-11-22T13:00:00.000Z,Alaves vs Celta Vigo,Alaves -0.5,135,2,82,Alaves home favorite getting excellent plus money value. Celta Vigo poor away record justifies risk,2-1,1,0,0,0,0,0,155,200,207.0,2.5,130,-168.0,-0.5,135,0.5,-200,2025-11-21 19:15:00+00:00,2025-11-22 05:00:00-08:00,2025-11-22,deepseek
5,263512,2025-11-22T14:00:00.000Z,Udinese vs Bologna,Bologna -0.5,-105,1,78,Bologna strong away favorite (105 ML) with better form. Udinese struggling at home,1-2,0,0,1,0,0,0,280,105,220.0,2.5,125,-163.0,0.5,-135,-0.5,-105,2025-11-21 19:15:00+00:00,2025-11-22 06:00:00-08:00,2025-11-22,deepseek
6,263445,2025-11-21T19:30:00.000Z,Mainz vs HOFF,Mainz -0.5,130,1,75,Mainz home favorite with plus money value. Hoffenheim inconsistent on the road,2-1,1,0,0,0,0,0,150,170,260.0,2.5,-167,130.0,-0.5,130,0.5,-190,2025-11-21 19:15:00+00:00,2025-11-21 11:30:00-08:00,2025-11-21,deepseek
1,265703,2025-11-25T20:00:00.000Z,Man City vs Leverkusen,Man City -1.5,-165,3,92,Man City massive home favorite (-450 ML) in Champions League. Historical success with strong home favorites covering spreads,3-1,1,0,0,0,0,0,-450,1000,550.0,3.5,-110,-115.0,-1.5,-165,1.5,128,2025-11-23 18:30:00+00:00,2025-11-25 12:00:00-08:00,2025-11-25,deepseek
2,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Galatasaray -0.5,-185,3,90,Galatasaray strong home favorite (-172 ML) in European competition. Home advantage crucial,2-0,1,0,0,0,0,0,-172,410,350.0,3.5,126,-173.0,-0.5,-185,0.5,130,2025-11-23 18:30:00+00:00,2025-11-25 09:45:00-08:00,2025-11-25,deepseek
3,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,3,88,Copenhagen heavy home favorite (-295 ML) against weaker opposition. Should win comfortably,3-0,1,0,0,0,0,0,-295,750,420.0,3.5,122,-165.0,-1.5,-115,1.5,-120,2025-11-23 18:30:00+00:00,2025-11-26 09:45:00-08:00,2025-11-26,deepseek
4,263437,2025-11-23T16:30:00.000Z,Arsenal vs Tottenham,Arsenal -1.5,115,2,85,Arsenal strong home favorite (-225 ML) in North London derby. Plus money value on home spread,2-0,1,0,0,0,0,0,-225,650,350.0,2.5,-110,-115.0,-1.5,115,1.5,-165,2025-11-23 18:30:00+00:00,2025-11-23 08:30:00-08:00,2025-11-23,deepseek
5,263509,2025-11-23T17:00:00.000Z,Lazio vs Lecce,Lazio -0.5,-145,2,82,Lazio solid home favorite (-135 ML) against struggling Lecce. Home form should prevail,2-1,1,0,0,0,0,0,-135,433,240.0,2.5,133,-172.0,-0.5,-145,0.5,105,2025-11-23 18:30:00+00:00,2025-11-23 09:00:00-08:00,2025-11-23,deepseek
6,263510,2025-11-24T19:45:00.000Z,Sassuolo vs Pisa,Sassuolo -0.5,-105,2,80,Sassuolo home favorite with excellent value at near-even money. Historical success with similar picks,2-1,1,0,0,0,0,0,105,280,220.0,2.5,125,-160.0,-0.5,-105,0.5,-135,2025-11-23 18:30:00+00:00,2025-11-24 11:45:00-08:00,2025-11-24,deepseek
7,263501,2025-11-24T20:00:00.000Z,Espanyol vs Sevilla,Espanyol -0.5,-105,1,78,Espanyol home favorite with good value. Sevilla inconsistent away from home,2-1,1,0,0,0,0,0,101,282,235.0,2.5,116,-147.0,-0.5,-105,0.5,-135,2025-11-23 18:30:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,deepseek
8,263518,2025-11-23T19:45:00.000Z,Lille vs Paris FC,Lille -0.5,-175,1,76,Lille strong home favorite (-155 ML) against weaker opposition. Should control match,2-0,1,0,0,0,0,0,-155,400,310.0,2.5,-147,111.0,-0.5,-175,0.5,120,2025-11-23 18:30:00+00:00,2025-11-23 11:45:00-08:00,2025-11-23,deepseek
9,263519,2025-11-23T16:15:00.000Z,Brest vs Metz,Brest -0.5,-135,1,74,Brest home favorite (-125 ML) with reasonable spread odds. Metz poor away record,2-1,1,0,0,0,0,0,-125,330,280.0,2.5,-134,101.0,-0.5,-135,0.5,-105,2025-11-23 18:30:00+00:00,2025-11-23 08:15:00-08:00,2025-11-23,deepseek
10,281952,2025-11-24T00:45:00.000Z,Union vs NYCFC,Union -0.5,-120,1,72,Union home favorite (-115 ML) in MLS playoff. Home advantage in knockout match,2-1,1,0,0,0,0,0,-115,290,250.0,2.5,-109,-119.0,-0.5,-120,0.5,-118,2025-11-23 18:30:00+00:00,2025-11-23 16:45:00-08:00,2025-11-23,deepseek
2,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,3,92,Aston Villa huge home favorite (-500 ML) against weaker European opposition. Should dominate at home,3-0,1,0,0,0,0,0,-500,1150,600.0,3.5,-100,-129.0,-1.5,-168,1.5,130,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
3,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,3,90,Liverpool strong home favorite (-325 ML) in European competition. Anfield advantage crucial,3-1,1,0,0,0,0,0,-325,725,500.0,3.5,-122,-106.0,-1.5,-135,1.5,-105,2025-11-24 14:20:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,deepseek
4,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,2,88,Copenhagen heavy home favorite (-295 ML) against weaker opposition. Historical success with similar picks,2-0,1,0,0,0,0,0,-295,760,425.0,3.5,122,-165.0,-1.5,-115,1.5,-120,2025-11-24 14:20:00+00:00,2025-11-26 09:45:00-08:00,2025-11-26,deepseek
5,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Galatasaray -0.5,-185,2,85,Galatasaray strong home favorite (-159 ML) in European competition. Home advantage proven valuable,2-0,1,0,0,0,0,0,-159,400,330.0,3.5,125,-173.0,-0.5,-185,0.5,130,2025-11-24 14:20:00+00:00,2025-11-25 09:45:00-08:00,2025-11-25,deepseek
7,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord -0.5,-160,2,81,Feyenoord solid home favorite (-145 ML) in European competition. Strong home form,2-1,1,0,0,0,0,0,-145,345,320.0,2.5,-177,136.0,-0.5,-160,0.5,115,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
8,263501,2025-11-24T20:00:00.000Z,Espanyol vs Sevilla,Espanyol -0.5,-110,1,78,Espanyol home favorite with good value. Sevilla inconsistent away from home,2-1,1,0,0,0,0,0,100,290,236.0,2.5,109,-140.0,-0.5,-110,0.5,-130,2025-11-24 14:20:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,deepseek
9,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-140,1,76,Man U home favorite (-125 ML) with reasonable spread odds. Home advantage at Old Trafford,2-1,1,0,0,0,0,0,-125,320,290.0,2.5,-141,110.0,-0.5,-140,0.5,-105,2025-11-24 14:20:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,deepseek
10,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille -0.5,-175,1,74,Lille strong home favorite (-163 ML) in European competition. Should control match,2-0,1,0,0,0,0,0,-163,400,320.0,2.5,-155,117.0,-0.5,-175,0.5,130,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
1,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-166,3,92,Aston Villa massive home favorite (-500 ML) against weaker European opposition. Strong home record in Europe,3-0,1,0,0,0,0,0,-500,1100,600.0,3.5,-100,-124.0,-1.5,-166,1.5,130,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
2,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-155,3,90,Liverpool strong home favorite (-375 ML) at Anfield. European home dominance historically reliable,3-0,1,0,0,0,0,0,-375,850,575.0,3.5,-144,112.0,-1.5,-155,1.5,110,2025-11-26 16:45:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,deepseek
3,265907,2025-11-27T20:00:00.000Z,Nottingham vs Malmo,Nottingham -1.5,-165,3,88,Nottingham huge home favorite (-450 ML) against weaker opposition. Should dominate at home,3-1,1,0,0,0,0,0,-450,1200,550.0,3.5,130,-172.0,-1.5,-165,1.5,120,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,deepseek
4,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,85,Porto strong home favorite (-244 ML) with plus money value on spread. Excellent value opportunity,2-0,1,0,0,0,0,0,-244,600,380.0,2.5,-130,101.0,-1.5,110,1.5,-160,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
5,265758,2025-11-27T17:45:00.000Z,Fenerbahce vs Ferencvaros,Fenerbahce -1.5,152,2,83,Fenerbahce strong home favorite (-182 ML) getting plus money. Turkish home advantage significant,3-1,1,0,0,0,0,0,-182,450,340.0,2.5,-157,120.0,-1.5,152,1.5,-190,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
6,265760,2025-11-27T17:45:00.000Z,Roma vs Midtjylland,Roma -1.5,120,2,81,Roma solid home favorite (-210 ML) with plus money value. Should control match at home,2-0,1,0,0,0,0,0,-210,529,360.0,2.5,-160,122.0,-1.5,120,1.5,-165,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,deepseek
8,265908,2025-11-27T20:00:00.000Z,Genk vs Basel,Genk -0.5,-118,1,76,Genk home favorite (-110 ML) with reasonable odds. Home advantage in Belgium,2-1,1,0,0,0,0,0,-110,250,290.0,2.5,-167,130.0,-0.5,-118,0.5,-120,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,deepseek
9,265762,2025-11-27T20:00:00.000Z,PAN vs Sturm Graz,PAN -0.5,-165,1,74,PAN home favorite (-145 ML) with solid home record. Should control match,2-0,1,0,0,0,0,0,-145,425,280.0,2.5,-114,-114.0,-0.5,-165,0.5,115,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,deepseek
10,265765,2025-11-27T20:00:00.000Z,Betis vs FC Utrecht,Betis -1.5,-110,1,72,Betis strong home favorite (-275 ML) with reasonable spread odds. Quality difference clear,2-0,1,0,0,0,0,0,-275,700,410.0,2.5,-150,120.0,-1.5,-110,1.5,-130,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,deepseek
1,265811,2025-11-29T13:00:00.000Z,Mallorca vs Osasuna,Mallorca -0.5,120,3,92,"Home team with moderate spread, strong home advantage, historical success with -0.5 spreads",2-0,1,0,0,0,0,0,131,240,202.0,2.5,143,-186.0,-0.5,120,0.5,-185,2025-11-29 10:00:00+00:00,2025-11-29 05:00:00-08:00,2025-11-29,deepseek
2,265819,2025-11-29T14:00:00.000Z,Genoa vs Hellas,Genoa -0.5,-102,2,85,"Home favorite at reasonable odds, Hellas poor away form",2-1,1,0,0,0,0,0,105,320,190.0,1.5,-190,141.0,-0.5,-102,0.5,-135,2025-11-29 10:00:00+00:00,2025-11-29 06:00:00-08:00,2025-11-29,deepseek
3,265619,2025-11-29T14:30:00.000Z,Union Berlin vs Heidenheim,Union Berlin -0.5,-160,2,82,"Strong home favorite, Heidenheim weak away record",2-0,1,0,0,0,0,0,-150,400,285.0,2.5,-115,-113.0,-0.5,-160,1.0,120,2025-11-29 10:00:00+00:00,2025-11-29 06:30:00-08:00,2025-11-29,deepseek
4,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-135,2,81,"Home advantage, Brest inconsistent on road",1-0,1,0,0,0,0,0,-120,320,275.0,2.5,-140,108.0,-0.5,-135,0.5,-110,2025-11-29 10:00:00+00:00,2025-11-30 06:00:00-08:00,2025-11-30,deepseek
5,265832,2025-11-29T18:00:00.000Z,Paris FC vs Auxerre,Paris FC -0.5,-135,1,78,"Home team favored, Auxerre struggles away",2-1,1,0,0,0,0,0,-120,320,270.0,2.5,-121,-107.0,-0.5,-135,0.5,-105,2025-11-29 10:00:00+00:00,2025-11-29 10:00:00-08:00,2025-11-29,deepseek
6,265608,2025-11-29T20:00:00.000Z,Tottenham vs Fulham,Tottenham -0.5,110,1,76,"Home advantage, Fulham poor away form",2-1,1,0,0,0,0,0,125,225,230.0,2.5,-104,-120.0,-0.5,110,0.5,-160,2025-11-29 10:00:00+00:00,2025-11-29 12:00:00-08:00,2025-11-29,deepseek
7,265615,2025-11-29T15:00:00.000Z,Brentford vs Burnley,Burnley +1.5,-175,1,75,"Road underdog getting +1.5, Burnley competitive",1-1,0,0,1,0,0,0,-220,600,360.0,2.5,-128,-100.0,1.5,-175,-1.5,120,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,deepseek
8,265609,2025-11-29T15:00:00.000Z,Sunderland vs Bournemouth,Sunderland +0.5,-175,1,74,"Home underdog getting +0.5, value pick",1-1,1,0,0,0,0,0,210,135,230.0,2.5,-101,-125.0,0.5,-175,-0.5,120,2025-11-29 10:00:00+00:00,2025-11-29 07:00:00-08:00,2025-11-29,deepseek
9,265612,2025-11-29T17:30:00.000Z,Everton vs Newcastle,Everton +0.5,-200,1,72,Home underdog with spread protection,1-2,1,0,0,0,0,0,175,162,230.0,2.5,101,-125.0,0.5,-200,-0.5,140,2025-11-29 10:00:00+00:00,2025-11-29 09:30:00-08:00,2025-11-29,deepseek
10,265807,2025-11-29T17:30:00.000Z,Levante vs Athletic,Levante +0.5,105,1,70,"Home underdog getting +0.5, Athletic inconsistent away",1-1,1,0,0,0,0,0,235,120,230.0,2.5,106,-136.0,0.5,-155,-0.5,110,2025-11-29 10:00:00+00:00,2025-11-29 09:30:00-08:00,2025-11-29,deepseek
1,265607,2025-11-30T14:05:00.000Z,West Ham vs Liverpool,West Ham +0.5,125,3,92,"Home underdog getting +0.5, Liverpool inconsistent away, historical underdog value",1-1,1,0,0,0,0,0,380,-159,340.0,3.5,130,-170.0,0.5,125,-0.5,-167,2025-11-30 11:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,deepseek
2,265617,2025-11-30T14:30:00.000Z,HSV vs Stuttgart,HSV +0.5,110,2,85,"Home underdog with spread protection, Stuttgart poor away form",1-1,1,0,0,0,0,0,210,115,270.0,3.5,125,-168.0,0.5,110,-0.5,-155,2025-11-30 11:00:00+00:00,2025-11-30 06:30:00-08:00,2025-11-30,deepseek
3,265806,2025-11-30T15:15:00.000Z,Sevilla vs Betis,Sevilla +0.5,130,2,82,"Home underdog in derby match, Betis inconsistent on road",1-1,1,0,0,0,0,0,195,145,230.0,2.5,101,-125.0,0.5,130,-0.5,-190,2025-11-30 11:00:00+00:00,2025-11-30 07:15:00-08:00,2025-11-30,deepseek
4,265820,2025-11-30T11:30:00.000Z,Lecce vs Torino,Lecce +0.5,145,2,80,"Home underdog getting +0.5, Torino struggles away",1-1,1,0,0,0,0,0,197,160,187.0,1.5,-196,143.0,0.5,145,-0.5,-210,2025-11-30 11:00:00+00:00,2025-11-30 03:30:00-08:00,2025-11-30,deepseek
5,265610,2025-11-30T14:05:00.000Z,Nottingham vs Albion,Nottingham +0.5,145,1,78,"Home underdog with spread, Albion poor away record",1-1,1,0,0,0,0,0,170,160,240.0,2.5,-120,-105.0,0.5,145,-0.5,-210,2025-11-30 11:00:00+00:00,2025-11-30 06:05:00-08:00,2025-11-30,deepseek
6,265614,2025-11-30T16:30:00.000Z,Chelsea vs Arsenal,Chelsea +0.5,110,1,76,"Home underdog in London derby, Arsenal inconsistent away",1-2,1,0,0,0,0,0,235,125,225.0,2.5,100,-125.0,0.5,110,-0.5,-160,2025-11-30 11:00:00+00:00,2025-11-30 08:30:00-08:00,2025-11-30,deepseek
7,265813,2025-11-30T17:30:00.000Z,Celta Vigo vs Espanyol,Espanyol +0.5,-135,1,75,"Road underdog getting +0.5, Espanyol solid away form",1-1,0,0,1,0,0,0,105,270,240.0,2.5,-114,-111.0,-0.5,-105,0.5,-135,2025-11-30 11:00:00+00:00,2025-11-30 09:30:00-08:00,2025-11-30,deepseek
8,265827,2025-11-30T16:15:00.000Z,Lorient vs Nice,Nice +0.5,-185,1,74,"Road underdog getting +0.5, Nice strong defensive team",0-1,0,0,1,0,0,0,145,190,230.0,2.5,-115,-110.0,-0.5,130,0.5,-185,2025-11-30 11:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,deepseek
9,265831,2025-11-30T16:15:00.000Z,Angers vs Lens,Angers +0.5,105,1,72,"Home underdog with spread protection, Lens inconsistent",1-1,1,0,0,0,0,0,370,-135,280.0,2.5,-125,101.0,0.5,105,-0.5,-145,2025-11-30 11:00:00+00:00,2025-11-30 08:15:00-08:00,2025-11-30,deepseek
10,265809,2025-11-30T13:00:00.000Z,Real Sociedad vs Villarreal,Real Sociedad +0.5,135,1,70,"Home underdog getting +0.5, Villarreal poor away",1-1,1,0,0,0,0,0,180,150,240.0,2.5,-114,-110.0,0.5,135,-0.5,-190,2025-11-30 11:00:00+00:00,2025-11-30 05:00:00-08:00,2025-11-30,deepseek
1,263447,2025-11-22T14:30:00.000Z,Bayern vs Freiburg,Bayern -2.5,120,3,96,Dominant home favorite with 100% money support on the Money Line implies a blowout.,4-1,1,0,0,0,0,0,-537,1225,650.0,3.5,-113,-114.0,-2.5,120,2.5,-175,2025-11-21 04:07:46+00:00,2025-11-22 06:30:00-08:00,2025-11-22,gemini
2,263432,2025-11-22T15:00:00.000Z,Liverpool vs Nottingham,Liverpool -1.5,105,3,94,Strong Anfield advantage and 98% of ML money backing Liverpool to clear the handicap.,3-0,1,0,0,0,0,0,-235,600,385.0,3.5,-172,85.0,-1.5,105,1.5,-145,2025-11-21 04:07:46+00:00,2025-11-22 07:00:00-08:00,2025-11-22,gemini
3,263498,2025-11-22T15:15:00.000Z,Barcelona vs Athletic,Barcelona -1.5,108,3,93,Barcelona's technical superiority at home aligns with 99% money support.,3-1,1,0,0,0,0,0,-238,570,400.0,3.5,-163,96.0,-1.5,108,1.5,-152,2025-11-21 04:07:46+00:00,2025-11-22 07:15:00-08:00,2025-11-22,gemini
4,263435,2025-11-22T12:30:00.000Z,Burnley vs Chelsea,Chelsea -1.5,125,2,88,Significant talent gap; 98% of money is on Chelsea to win comfortably away.,0-2,0,0,1,0,0,0,550,-200,350.0,2.5,-129,101.0,1.5,-182,-1.5,125,2025-11-21 04:07:46+00:00,2025-11-22 04:30:00-08:00,2025-11-22,gemini
5,263515,2025-11-22T20:05:00.000Z,PSG vs Le Havre,PSG -2.5,134,2,86,League leaders at home against weaker opposition; 100% money support suggests dominance.,4-0,1,0,0,0,0,0,-550,1350,650.0,3.5,-154,97.0,-2.5,134,2.5,-172,2025-11-21 04:07:46+00:00,2025-11-22 12:05:00-08:00,2025-11-22,gemini
6,263430,2025-11-22T17:30:00.000Z,Newcastle vs Man City,Man City -0.5,-110,2,85,Value line for City (ML equivalent) with 97% public and sharp money backing.,1-2,0,0,1,0,0,0,260,-103,280.0,2.5,-151,96.0,0.5,-130,-0.5,-110,2025-11-21 04:07:46+00:00,2025-11-22 09:30:00-08:00,2025-11-22,gemini
7,263446,2025-11-22T14:30:00.000Z,Dortmund vs Stuttgart,Dortmund -0.5,-143,1,78,Dortmund needs points at home; 89% money support on the ML validates the pick.,2-1,1,0,0,0,0,0,-133,310,310.0,3.5,-163,96.0,-0.5,-143,0.5,-105,2025-11-21 04:07:46+00:00,2025-11-22 06:30:00-08:00,2025-11-22,gemini
8,263495,2025-11-22T20:00:00.000Z,Villarreal vs Mallorca,Villarreal -1.5,115,1,77,99% money support on Villarreal indicates high confidence in a multi-goal win.,2-0,1,0,0,0,0,0,-226,580,375.0,2.5,-153,90.0,-1.5,115,1.5,-165,2025-11-21 04:07:46+00:00,2025-11-22 12:00:00-08:00,2025-11-22,gemini
9,263436,2025-11-22T15:00:00.000Z,Albion vs Brentford,Albion -0.5,-118,1,75,Solid home favorite with 66% money support; -0.5 line requires just a win.,2-1,1,0,0,0,0,0,-108,285,270.0,2.5,-150,86.0,-0.5,-118,0.5,-120,2025-11-21 04:07:46+00:00,2025-11-22 07:00:00-08:00,2025-11-22,gemini
10,263445,2025-11-21T19:30:00.000Z,Mainz vs HOFF,Over 2.5,-167,1,74,Heavy juice on the Over (-167) signals market expectation for a high-scoring affair.,2-2,0,0,0,0,1,0,150,170,260.0,2.5,-167,130.0,-0.5,130,0.5,-190,2025-11-21 04:07:46+00:00,2025-11-21 11:30:00-08:00,2025-11-21,gemini
1,263516,2025-11-21T19:45:00.000Z,Nice vs Marseille,Marseille ML,-102,3,92,Strong away favorite with 83% money support. ML (-102) offers better value than the -0.5 spread (-115) for the exact same winning condition.,1-2,0,0,0,1,0,0,266,-102,270.0,2.5,-147,115.0,0.5,-125,-0.5,-115,2025-11-21 09:55:11+00:00,2025-11-21 11:45:00-08:00,2025-11-21,gemini
2,263436,2025-11-22T15:00:00.000Z,Albion vs Brentford,Albion ML,-108,3,88,Home favorite with 80% ticket support. ML price (-108) is mathematically superior to the -0.5 spread (-118).,2-1,0,1,0,0,0,0,-108,285,270.0,2.5,-150,86.0,-0.5,-118,0.5,-120,2025-11-21 09:55:11+00:00,2025-11-22 07:00:00-08:00,2025-11-22,gemini
